City,Date,Day_of_Week,Latitude,Longitude,Ride_Distance_KM,Ride_Type,Weather,Event,Payment_Type,Available_Drivers,Demand_Level,Surge_Multiplier,Final_Fare,Hour_of_Day,Is_Weekend,Driver_Performance_Score,Driver_XP,Ride_Priority,Fare_Acceptance,Cancellation_Rate,Time_of_Day,Demand_Score,Driver_Availability,Traffic_Delay,Cancellation_Probability,Driver_Trust_Score,Rider_Trust_Score,Leaderboard_Rank
Chennai,09-06-2024,6,13.09374672,80.24681561,17.62,Luxury,Stormy,Political Rally,Cash,0.209496,0.919557,2.07,463.31,10,1,82.04,813,85.63,0.984596,0.06,Morning Peak,100,70,25,0.3,100,70,Below Average
Chennai,18-03-2025,1,13.05696477,80.24920455,2.37,Luxury,Rainy,Concert,UPI,0.96404,0.634882,1,56.07,3,0,88.27,870,91.79,0.751281,0,Morning Peak,100,49,25,0.3,100,35,Average
Chennai,31-07-2024,2,13.04010184,80.3024113,6.3,Luxury,Cloudy,IPL Match,Card,0.345995,0.734079,1.58,156.89,18,0,92.4,996,94.38,0.739884,0.01,Afternoon,80,48,15,0.2,100,50,Below Average
Chennai,16-12-2024,0,13.12393004,80.28596022,9.09,Economy,Rainy,Political Rally,Card,0.623602,0.825504,1.3,168.99,16,0,88.4,688,91.28,0.909933,0.02,Morning Peak,100,89,25,0.3,100,100,Below Average
Chennai,24-06-2024,0,13.09009121,80.2278205,18.39,Luxury,Stormy,IPL Match,Card,0.217363,0.569434,1.53,355.4,16,0,92.62,708,93.33,0.876377,0.05,Night,100,63,15,0.3,100,100,Below Average
Delhi,11-09-2024,2,28.71191025,77.12669987,1.85,Premium,Rainy,None,Cash,0.753197,0.955566,1.3,69.55,21,0,88.78,837,89.75,0.758664,0.08,Morning Peak,85,45,10,0.3,100,100,Below Average
Mumbai,27-08-2024,1,19.08425359,72.90266707,13.43,Economy,Cloudy,Festival,Card,0.242268,0.982044,2.11,424.45,5,0,97.65,703,95.66,0.89143,0.09,Afternoon,80,44,15,0.2,100,100,Below Average
Bangalore,18-01-2025,5,13.00286473,77.56078686,12.67,Luxury,Rainy,None,UPI,0.819915,0.945651,1.19,241.22,19,1,87.5,995,89.75,0.759715,0.05,Afternoon,70,41,0,0.5,100,100,Below Average
Mumbai,19-04-2024,4,19.09739997,72.84236408,2.73,Luxury,Stormy,Political Rally,Cash,0.899813,0.990243,1.14,82.95,18,0,94.98,729,93.79,0.769489,0.09,Afternoon,100,97,15,0.3,100,100,Below Average
Bangalore,27-02-2025,3,12.96787899,77.56585128,9.06,Luxury,Stormy,Concert,Cash,0.417613,0.445417,1.04,162.01,7,0,83.28,774,85.3,0.926723,0.1,Night,100,43,15,0.3,100,100,Below Average
Delhi,18-01-2025,5,28.73823345,77.14082313,3.17,Luxury,Cloudy,None,Card,0.72336,0.904257,1.27,84.71,15,1,85.76,937,87.33,0.849112,0.09,Night,50,40,0,0.2,100,100,Below Average
Delhi,15-12-2024,6,28.71948319,77.11960393,18.51,Economy,Stormy,Concert,Cash,0.466213,0.449407,1,220.1,10,1,96.13,935,96.39,0.961765,0.03,Afternoon,100,52,15,0.3,100,35,Below Average
Hyderabad,26-09-2024,3,17.36966751,78.4714224,9.52,Economy,Stormy,Festival,Cash,0.885914,0.412449,1,117.68,23,0,93.66,685,94.66,0.826366,0.03,Afternoon,100,30,15,0.3,100,100,Below Average
Mumbai,20-10-2024,6,19.1235257,72.86732533,5.71,Luxury,Stormy,Concert,Cash,0.200853,0.469204,1.4,151.93,1,1,94.52,893,95.86,0.834046,0.01,Evening Peak,100,38,25,0.3,100,100,Below Average
Mumbai,20-12-2024,4,19.05643953,72.86466287,7.91,Luxury,Clear,None,Card,0.505757,0.44249,1,134.92,19,0,98.84,696,98.59,0.773205,0.02,Evening Peak,65,34,10,0.2,0,0,Below Average
Delhi,06-10-2024,6,28.74242237,77.08699907,4.53,Luxury,Rainy,IPL Match,Cash,0.399486,0.758904,1.54,123.66,2,1,84.9,981,87.03,0.756684,0.08,Night,100,43,15,0.3,100,0,Below Average
Delhi,08-01-2025,2,28.71290522,77.05714607,1.95,Economy,Rainy,None,Card,0.470997,0.50727,1.05,57.23,7,0,92.39,766,94.07,0.713057,0.02,Evening Peak,85,96,10,0.3,100,95,Below Average
Mumbai,30-12-2024,0,19.06008951,72.87586408,1.56,Premium,Clear,Concert,UPI,0.290361,0.416837,1.19,69.88,10,0,84.83,909,86.98,0.867937,0.08,Afternoon,80,62,15,0.1,100,55,Below Average
Delhi,28-07-2024,6,28.66978124,77.12020576,6.78,Luxury,Clear,Political Rally,Cash,0.441019,0.912527,1.71,175.79,17,1,93.98,702,94.89,0.760815,0.03,Evening Peak,95,47,25,0.2,100,15,Below Average
Delhi,26-05-2024,6,28.6662581,77.06967091,10.65,Luxury,Clear,None,UPI,0.740705,0.541843,1,141.5,11,1,89.84,599,91.39,0.858683,0.05,Afternoon,50,96,0,0.1,100,70,Below Average
Delhi,19-05-2024,6,28.67563805,77.06553086,6.03,Economy,Rainy,IPL Match,Card,0.858383,0.540965,1,95.3,21,1,81.97,803,84.68,0.987632,0.09,Evening Peak,100,67,25,0.3,100,80,Below Average
Delhi,14-09-2024,5,28.69598815,77.07870683,11.79,Premium,Stormy,None,UPI,0.657847,0.717035,1.09,166.66,10,1,81.49,546,84.64,0.851073,0.08,Night,70,53,0,0.5,100,30,Below Average
Hyderabad,14-01-2025,1,17.34657843,78.44074138,16.13,Economy,Cloudy,None,Cash,0.706396,0.698491,1,177.17,22,0,82.64,968,87.25,0.830574,0.02,Morning Peak,65,45,10,0.2,100,0,Below Average
Delhi,14-01-2025,1,28.72432979,77.05792212,0.81,Premium,Stormy,Concert,Card,0.956923,0.713354,1,43.1,1,0,90.6,585,91.92,0.940175,0.05,Evening Peak,100,99,25,0.3,100,10,Below Average
Mumbai,06-01-2025,0,19.03809667,72.88852201,1.56,Economy,Clear,Political Rally,Cash,0.236025,0.599046,1.54,90.43,13,0,86.14,843,87.3,0.908448,0.1,Morning Peak,95,84,25,0.1,100,100,Below Average
Bangalore,07-12-2024,5,12.98711797,77.62171336,9.89,Premium,Stormy,Festival,Cash,0.500681,0.572608,1.11,184.89,20,1,97.53,743,97.97,0.929122,0.01,Morning Peak,100,95,25,0.3,100,100,Below Average
Chennai,12-03-2025,2,13.08537876,80.24169641,17.94,Premium,Stormy,Concert,Card,0.368745,0.811316,1.66,377.38,9,0,95.71,662,94.9,0.760027,0.07,Afternoon,100,39,15,0.3,100,100,Below Average
Bangalore,23-03-2025,6,12.98743109,77.59005183,4.12,Premium,Cloudy,Political Rally,Card,0.602308,0.834248,1.35,123.61,18,1,82.49,671,86.54,0.851231,0.04,Morning Peak,95,44,25,0.2,100,0,Below Average
Delhi,16-02-2025,6,28.68373873,77.14155506,13.1,Luxury,Clear,None,Card,0.71933,0.438682,1,166,13,1,84.58,862,87.71,0.708723,0.05,Morning Peak,65,73,10,0.1,100,0,Below Average
Hyderabad,06-02-2025,3,17.34696552,78.50247021,6.79,Economy,Cloudy,IPL Match,Cash,0.709767,0.746281,1.05,97.77,1,0,86.42,772,90.19,0.914977,0.01,Morning Peak,95,41,25,0.2,100,0,Below Average
Chennai,05-12-2024,3,13.09720613,80.22916805,5.47,Premium,Clear,None,Cash,0.524313,0.433289,1,90.17,2,0,93.41,569,92.69,0.948206,0.09,Afternoon,50,74,0,0.1,100,0,Below Average
Mumbai,31-12-2024,1,19.09768164,72.89619448,18.4,Luxury,Stormy,None,Card,0.708449,0.783577,1.11,289.49,15,0,90.77,936,92.04,0.744851,0.05,Night,70,44,0,0.5,100,0,Below Average
Delhi,26-11-2024,1,28.71302452,77.11609481,9.13,Premium,Clear,Concert,Cash,0.431499,0.452355,1.03,130.09,14,0,96.98,553,97.89,0.89679,0,Afternoon,80,54,15,0.1,100,0,Top Leaderboard
Chennai,10-10-2024,3,13.11947795,80.31093092,11.41,Economy,Rainy,Festival,UPI,0.653742,0.959047,1.46,227.04,20,0,93.4,742,93.88,0.794217,0.05,Morning Peak,100,99,25,0.3,100,100,Below Average
Mumbai,07-08-2024,2,19.07506421,72.92122349,11.95,Luxury,Rainy,Concert,Card,0.342888,0.696589,1.53,280.6,3,0,84.48,902,89.14,0.740341,0,Night,100,93,15,0.3,100,15,Below Average
Mumbai,03-10-2024,3,19.05689849,72.86558376,5.9,Luxury,Clear,IPL Match,Cash,0.298,0.599281,1.45,160.66,4,0,92.77,808,94.34,0.832103,0.02,Afternoon,80,68,15,0.1,100,95,Below Average
Bangalore,04-04-2024,3,12.97217861,77.61684023,19.68,Economy,Clear,Concert,Cash,0.761202,0.879352,1.18,346.73,14,0,85.59,702,87.21,0.720388,0.09,Afternoon,80,78,15,0.1,100,30,Below Average
Chennai,23-02-2025,6,13.1048697,80.24740386,5.29,Luxury,Cloudy,IPL Match,UPI,0.990996,0.436972,1,88.19,11,1,81.84,639,86.69,0.719625,0.02,Morning Peak,95,39,25,0.2,100,0,Below Average
Bangalore,01-02-2025,5,12.96159084,77.59538904,6.06,Luxury,Clear,Political Rally,UPI,0.447156,0.480429,1.05,122.62,21,1,83.98,997,87.59,0.93826,0.04,Afternoon,80,34,15,0.2,100,100,Below Average
Hyderabad,07-02-2025,4,17.41354561,78.46528368,18.34,Luxury,Cloudy,Political Rally,Cash,0.935114,0.971129,1.05,206.91,4,0,86.02,978,88.41,0.755455,0.06,Night,80,79,15,0.1,100,100,Below Average
Delhi,09-08-2024,4,28.6932432,77.0886143,3.89,Luxury,Clear,Concert,Cash,0.271892,0.536507,1.4,103.46,23,0,98.44,518,96.81,0.807457,0.07,Night,80,68,15,0.1,100,100,Below Average
Delhi,15-05-2024,2,28.7239152,77.06220754,10.12,Luxury,Clear,Political Rally,UPI,0.553647,0.489025,1,136.2,18,0,99.22,500,97.35,0.9242,0.07,Evening Peak,95,46,25,0.2,100,15,Below Average
Bangalore,24-07-2024,2,12.97687454,77.60939356,8.88,Premium,Cloudy,IPL Match,Cash,0.799376,0.837175,1.06,162.65,8,0,86.6,879,88.52,0.970077,0.07,Evening Peak,95,51,25,0.1,100,90,Below Average
Bangalore,28-12-2024,5,12.94597429,77.56379619,19.61,Premium,Clear,Political Rally,Card,0.657023,0.411413,1,292.93,22,1,87.23,779,88.96,0.7084,0.07,Morning Peak,95,69,25,0.1,100,100,Below Average
Chennai,10-07-2024,2,13.07973598,80.24549733,13.84,Economy,Rainy,IPL Match,UPI,0.606437,0.872155,1.4,255.14,16,0,99.21,916,98.85,0.985603,0.02,Morning Peak,100,84,25,0.3,100,0,Below Average
Hyderabad,09-01-2025,3,17.43460742,78.46321714,11.48,Premium,Clear,None,UPI,0.228625,0.890383,1.99,269.29,13,0,91.97,505,91.98,0.737,0.08,Night,50,45,0,0.2,100,0,Below Average
Hyderabad,23-10-2024,2,17.36911707,78.50028779,12.56,Luxury,Clear,Festival,Cash,0.741009,0.527772,1,145.04,13,0,80.59,893,84.01,0.918226,0.08,Afternoon,80,97,15,0.1,100,0,Below Average
Delhi,10-11-2024,6,28.74905068,77.13115666,0.97,Economy,Rainy,IPL Match,Cash,0.694522,0.676848,1,44.7,17,1,86.45,781,90.52,0.748027,0,Evening Peak,100,51,25,0.3,100,0,Below Average
Bangalore,08-06-2024,5,12.93019047,77.54919723,10.95,Luxury,Clear,IPL Match,Cash,0.359785,0.618571,1.39,250.69,22,1,86.27,983,88.89,0.964637,0.05,Night,80,43,15,0.2,100,0,Below Average
Chennai,01-12-2024,6,13.10214858,80.28254594,9.33,Luxury,Stormy,Festival,Card,0.817096,0.923518,1.16,153.85,9,1,83.84,609,86.29,0.708975,0.08,Night,100,36,15,0.3,100,100,Below Average
Hyderabad,17-10-2024,3,17.38324718,78.50755233,13.02,Luxury,Clear,Political Rally,Cash,0.923595,0.419506,1,149.18,5,0,81.08,749,84.36,0.774504,0.08,Evening Peak,95,52,25,0.1,100,75,Below Average
Bangalore,28-04-2024,6,12.9527219,77.55943018,19.26,Economy,Stormy,None,Card,0.401252,0.483597,1.12,322.99,22,1,84.38,859,88.17,0.869401,0.03,Afternoon,70,72,0,0.5,100,60,Below Average
Mumbai,28-04-2024,6,19.11095074,72.91833174,15.98,Premium,Clear,None,Card,0.583053,0.466726,1,231.76,5,1,92.92,985,92.94,0.908224,0.07,Night,50,66,0,0.1,100,0,Below Average
Delhi,01-04-2024,0,28.73976858,77.13368245,7.92,Economy,Cloudy,IPL Match,Card,0.469696,0.892953,1.63,186.15,1,0,89.97,857,90.88,0.876764,0.07,Afternoon,80,31,15,0.2,43.6,0,Below Average
Delhi,12-03-2025,2,28.74181895,77.05336703,14.21,Luxury,Clear,None,Card,0.217339,0.734452,1.78,315.24,1,0,91.19,752,92.33,0.845951,0.05,Night,50,55,0,0.1,100,5,Below Average
Chennai,03-11-2024,6,13.05000633,80.24233983,15.29,Premium,Cloudy,Concert,UPI,0.350584,0.847414,1.75,346.83,2,1,97.69,988,95.68,0.982144,0.09,Night,80,32,15,0.2,100,100,Below Average
Delhi,03-08-2024,5,28.72692343,77.12850833,7.33,Premium,Cloudy,Festival,Cash,0.810386,0.480001,1,108.3,17,1,87.49,813,91.24,0.855746,0,Evening Peak,95,45,25,0.2,100,60,Below Average
Mumbai,10-02-2025,0,19.09992191,72.8317636,14.54,Luxury,Clear,Festival,Cash,0.910973,0.790766,1,214.48,6,0,84.07,896,87.35,0.904687,0.05,Evening Peak,95,81,25,0.1,0,25,Below Average
Chennai,19-07-2024,4,13.05693588,80.31996386,6.65,Economy,Cloudy,None,Cash,0.416521,0.999981,1.88,193.92,10,0,87.55,834,89.19,0.900315,0.07,Night,50,74,0,0.1,100,50,Below Average
Bangalore,20-03-2025,3,12.9496684,77.61943914,19.18,Premium,Cloudy,Political Rally,UPI,0.731996,0.492481,1,287.34,12,0,87.55,725,88.58,0.961173,0.09,Morning Peak,95,42,25,0.2,45.8,15,Below Average
Chennai,02-11-2024,5,13.07212021,80.23193258,0.5,Luxury,Cloudy,IPL Match,Card,0.851932,0.625255,1,35.5,13,1,87.03,909,88.52,0.884618,0.08,Afternoon,80,37,15,0.2,8.7,0,Below Average
Chennai,11-03-2025,1,13.04204195,80.23510507,15.59,Premium,Cloudy,Political Rally,Card,0.887073,0.666021,1,201.49,17,0,84.56,678,86.49,0.788389,0.09,Evening Peak,95,36,25,0.2,100,5,Below Average
Delhi,18-05-2024,5,28.71249287,77.08205875,10.91,Economy,Stormy,None,Cash,0.686911,0.728829,1.06,152.75,16,1,91.23,950,93.56,0.98171,0.01,Morning Peak,85,56,10,0.3,100,0,Below Average
Bangalore,25-03-2024,0,12.97884602,77.57520917,14.34,Luxury,Clear,Concert,Cash,0.894308,0.438218,1,224.42,14,0,94.03,543,93.42,0.894493,0.08,Morning Peak,95,87,25,0.1,100,65,Below Average
Chennai,10-02-2025,0,13.10841959,80.31748897,14.19,Luxury,Clear,Political Rally,Card,0.679681,0.877455,1.3,241.92,10,0,82.64,827,86.95,0.884161,0.03,Morning Peak,95,61,25,0.1,100,0,Below Average
Hyderabad,17-06-2024,0,17.35376224,78.47739004,14.37,Premium,Cloudy,None,Cash,0.436773,0.934002,1.75,282.33,6,0,87.61,526,91.03,0.793876,0.01,Night,50,85,0,0.1,100,100,Below Average
Bangalore,27-01-2025,0,12.95461832,77.58651639,10.33,Luxury,Stormy,Political Rally,Cash,0.341742,0.430886,1.13,194.69,16,0,89.32,764,91.62,0.746229,0.03,Night,100,49,15,0.3,100,0,Below Average
Mumbai,31-12-2024,1,19.09132058,72.91740327,18.55,Premium,Rainy,Concert,UPI,0.497738,0.844135,1.52,399.15,0,0,94.8,980,94.26,0.910492,0.07,Night,100,82,15,0.3,100,100,Below Average
Hyderabad,30-07-2024,1,17.39763403,78.48323249,10.46,Luxury,Rainy,Concert,Card,0.713869,0.996738,1.42,179.12,0,0,93.67,748,93.77,0.835951,0.06,Morning Peak,100,55,25,0.3,100,0,Below Average
Hyderabad,12-07-2024,4,17.34397332,78.4687297,15.8,Luxury,Rainy,Concert,Card,0.866563,0.532556,1,174.2,4,0,93.31,737,94.12,0.996789,0.04,Afternoon,100,30,15,0.3,100,0,Below Average
Chennai,11-09-2024,2,13.06832594,80.25929966,14.61,Premium,Stormy,IPL Match,Card,0.2926,0.46197,1.25,238.39,3,0,97.74,947,97.22,0.954147,0.04,Night,100,63,15,0.3,100,60,Below Average
Mumbai,13-06-2024,3,19.0695733,72.83896137,13.87,Luxury,Stormy,Festival,UPI,0.569567,0.472527,1,206.44,6,0,86.9,715,88.43,0.849726,0.08,Night,100,100,15,0.3,100,100,Below Average
Bangalore,06-04-2024,5,12.96842054,77.61318214,17.68,Economy,Stormy,None,Cash,0.247262,0.65275,1.61,431.22,9,1,83.87,938,86.91,0.9643,0.06,Evening Peak,85,77,10,0.3,100,100,Below Average
Delhi,04-03-2025,1,28.66193422,77.07888724,19.5,Luxury,Rainy,Political Rally,Card,0.993131,0.503549,1,230,21,0,82.93,545,86.55,0.812101,0.05,Night,100,99,15,0.3,100,100,Below Average
Mumbai,08-06-2024,5,19.10771459,72.85140013,14.13,Luxury,Rainy,Festival,Cash,0.344164,0.610942,1.4,293.38,9,1,83.45,561,86.31,0.896298,0.07,Night,100,61,15,0.3,100,100,Below Average
Delhi,24-12-2024,1,28.71506971,77.10933618,2.94,Premium,Rainy,IPL Match,UPI,0.345593,0.740792,1.59,102.4,13,0,82.5,721,87.15,0.970518,0.02,Evening Peak,100,82,25,0.3,100,40,Below Average
Chennai,25-12-2024,2,13.08843092,80.28016079,12.81,Economy,Rainy,Concert,Cash,0.240943,0.956994,2.07,353.78,14,0,83.39,552,87.47,0.985285,0.03,Afternoon,100,92,15,0.3,100,100,Below Average
Bangalore,23-12-2024,0,12.97548784,77.56794627,2.33,Premium,Cloudy,Festival,UPI,0.325674,0.43647,1.17,79.9,14,0,92.24,926,92.77,0.794613,0.06,Evening Peak,95,57,25,0.1,100,40,Below Average
Mumbai,07-06-2024,4,19.07970405,72.92563295,10.53,Luxury,Stormy,Concert,UPI,0.842141,0.911415,1.1,183,0,0,96.83,876,95.38,0.912121,0.08,Night,100,93,15,0.3,100,100,Below Average
Mumbai,10-02-2025,0,19.04305811,72.90919417,19.1,Premium,Stormy,None,Cash,0.955448,0.65893,1,269.2,18,0,91.05,841,93.43,0.746515,0.01,Night,70,79,0,0.5,100,0,Below Average
Chennai,13-12-2024,4,13.0931531,80.27336866,4.75,Economy,Stormy,IPL Match,Cash,0.597706,0.941708,1.52,125.02,7,0,91.77,559,92.44,0.917977,0.06,Afternoon,100,65,15,0.3,100,100,Below Average
Delhi,14-07-2024,6,28.70873441,77.09326694,10.15,Premium,Clear,Concert,Cash,0.743491,0.936732,1.29,176.09,21,1,91.83,987,93.08,0.909837,0.04,Morning Peak,95,49,25,0.2,100,100,Below Average
Chennai,22-01-2025,2,13.08134177,80.28587521,7.37,Premium,Rainy,Concert,UPI,0.684902,0.994257,1.46,162.16,17,0,90.46,650,92.12,0.710713,0.04,Morning Peak,100,66,25,0.3,100,100,Below Average
Mumbai,28-12-2024,5,19.03023525,72.86546242,12.32,Luxury,Stormy,Concert,Cash,0.794358,0.97154,1.27,238.56,8,1,83.77,621,85.64,0.840173,0.1,Evening Peak,100,56,25,0.3,26.5,0,Below Average
Mumbai,15-09-2024,6,19.11982159,72.84449925,5.4,Economy,Cloudy,Political Rally,Card,0.558207,0.488916,1,104.8,20,1,88.34,681,89.74,0.981917,0.07,Afternoon,80,100,15,0.1,100,100,Below Average
Mumbai,15-02-2025,5,19.09436012,72.89318991,13.57,Economy,Stormy,Political Rally,Cash,0.441887,0.471989,1.05,212.98,18,1,83.8,688,85.66,0.845851,0.1,Evening Peak,100,58,25,0.3,100,100,Below Average
Delhi,22-12-2024,6,28.66776783,77.1450366,2.93,Luxury,Rainy,None,UPI,0.642879,0.706328,1.1,70.73,18,1,90.81,525,93.27,0.819544,0.01,Morning Peak,85,79,10,0.3,100,100,Below Average
Hyderabad,04-11-2024,0,17.36583718,78.45683586,1.13,Economy,Rainy,None,Card,0.292317,0.841306,1.82,76.75,14,0,94.5,910,95.55,0.891568,0.02,Afternoon,70,63,0,0.5,100,100,Below Average
Mumbai,03-01-2025,4,19.06726592,72.84627967,6.49,Economy,Stormy,Political Rally,Cash,0.745639,0.658623,1,117.88,12,0,95.21,559,95.75,0.79668,0.03,Evening Peak,100,86,25,0.3,100,20,Below Average
Hyderabad,09-07-2024,1,17.40086576,78.44261307,6.72,Premium,Cloudy,Concert,Cash,0.843932,0.513526,1,92.48,10,0,95.41,706,96.19,0.934183,0.02,Evening Peak,95,95,25,0.1,100,5,Below Average
Bangalore,18-04-2024,3,12.96477452,77.60874438,10.12,Luxury,Cloudy,IPL Match,Card,0.673579,0.47331,1,169.56,14,0,93.04,910,92.13,0.803153,0.1,Night,80,38,15,0.2,100,80,Below Average
Bangalore,21-08-2024,2,12.99708583,77.62897368,5.43,Luxury,Cloudy,Political Rally,Cash,0.829086,0.691886,1,108.59,11,0,96.2,556,95.24,0.806777,0.07,Night,80,36,15,0.2,100,0,Below Average
Delhi,02-01-2025,3,28.69477329,77.06207165,16.32,Luxury,Stormy,Festival,UPI,0.388012,0.657092,1.4,277.48,8,0,87.34,721,90.24,0.807112,0.03,Morning Peak,100,74,25,0.3,100,25,Below Average
Mumbai,05-08-2024,0,19.0594987,72.8598685,5.18,Luxury,Clear,Concert,Card,0.598483,0.660053,1.09,111.35,2,0,87.02,888,88.51,0.887085,0.08,Night,80,60,15,0.1,100,60,Below Average
Hyderabad,21-11-2024,3,17.42968083,78.48388414,9.33,Premium,Clear,None,Card,0.483159,0.414135,1,115.97,7,0,93.32,999,93.22,0.711787,0.07,Morning Peak,65,78,10,0.1,100,85,Below Average
Bangalore,17-01-2025,4,12.93144776,77.60491017,2.37,Economy,Clear,Political Rally,UPI,0.409851,0.507,1.15,79.13,10,0,82.24,538,86.07,0.772533,0.05,Night,80,96,15,0.1,100,0,Below Average
Chennai,13-02-2025,3,13.10244748,80.27369694,2.07,Premium,Stormy,IPL Match,UPI,0.819889,0.953678,1.2,63.32,0,0,87.14,987,89.8,0.816172,0.04,Afternoon,100,69,15,0.3,100,100,Below Average
Bangalore,01-06-2024,5,13.01006295,77.6035447,11.09,Luxury,Rainy,Concert,Cash,0.817226,0.438459,1,182.17,17,1,93.19,623,94.33,0.804402,0.03,Evening Peak,100,44,25,0.3,100,100,Below Average
Chennai,09-03-2025,6,13.12434301,80.27174965,19.64,Economy,Cloudy,IPL Match,Cash,0.613097,0.477911,1,246.04,17,1,93.88,906,93.62,0.84889,0.07,Afternoon,80,65,15,0.1,100,45,Below Average
Chennai,14-03-2025,4,13.09369692,80.26848874,11.02,Premium,Cloudy,IPL Match,Cash,0.781902,0.915012,1.2,181.46,19,0,93.15,858,92.5,0.984655,0.09,Afternoon,80,46,15,0.2,100,100,Below Average
Delhi,01-09-2024,6,28.70062256,77.05836661,8.09,Premium,Cloudy,IPL Match,UPI,0.995208,0.523197,1,115.9,7,1,91.41,730,91.59,0.909982,0.08,Morning Peak,95,64,25,0.1,100,100,Below Average
Chennai,09-12-2024,0,13.10848221,80.25209525,6.63,Luxury,Cloudy,Political Rally,Cash,0.26972,0.515099,1.37,141.01,13,0,83.61,867,86.13,0.988031,0.08,Night,80,87,15,0.1,100,95,Below Average
Hyderabad,07-03-2025,4,17.37535136,78.53051101,18.31,Luxury,Clear,Political Rally,Card,0.460189,0.594927,1.2,236.15,1,0,82.63,784,85.74,0.966528,0.07,Morning Peak,95,89,25,0.1,100,100,Below Average
Chennai,31-03-2024,6,13.11708445,80.22552453,15.67,Luxury,Cloudy,Political Rally,UPI,0.779112,0.700244,1,202.37,11,1,96.17,905,94.32,0.909069,0.1,Evening Peak,95,80,25,0.1,100,50,Below Average
Bangalore,20-04-2024,5,12.93438904,77.63637473,4.06,Luxury,Rainy,None,Cash,0.95024,0.961733,1.02,92.6,1,1,85.91,572,89.54,0.785743,0.02,Evening Peak,85,62,10,0.3,100,0,Below Average
Delhi,27-05-2024,0,28.7426248,77.1336444,12.33,Economy,Stormy,Concert,UPI,0.540442,0.798371,1.39,220.04,14,0,80.87,822,85.11,0.858783,0.05,Morning Peak,100,86,25,0.3,100,0,Below Average
Delhi,16-08-2024,4,28.66893283,77.07894592,10.39,Luxury,Stormy,Festival,Cash,0.938221,0.621326,1,138.9,2,0,91.68,923,93.88,0.816031,0.01,Afternoon,100,30,15,0.3,100,60,Below Average
Delhi,29-04-2024,0,28.69767849,77.10831049,3.32,Luxury,Rainy,Festival,UPI,0.759549,0.995112,1.35,92.07,19,0,89.38,717,91.67,0.861048,0.03,Morning Peak,100,39,25,0.3,100,100,Below Average
Mumbai,20-07-2024,5,19.08953324,72.92479259,1.81,Economy,Rainy,IPL Match,Cash,0.852509,0.957079,1.16,71.6,4,1,97.15,808,96.8,0.980342,0.04,Night,100,64,15,0.3,100,0,Below Average
Bangalore,29-11-2024,4,13.00501092,77.60517145,13.07,Luxury,Clear,IPL Match,Cash,0.630583,0.930505,1.45,301.47,14,0,84.11,680,86.18,0.895216,0.09,Night,80,67,15,0.1,100,80,Below Average
Chennai,05-09-2024,3,13.05867729,80.2377977,16.09,Luxury,Stormy,IPL Match,UPI,0.619392,0.857394,1.36,281.51,2,0,99.51,840,97.26,0.797359,0.08,Night,100,96,15,0.3,100,60,Below Average
Chennai,01-01-2025,2,13.07868734,80.30015739,17.19,Luxury,Stormy,None,Cash,0.477269,0.894075,1.63,357.12,1,0,89.17,700,92.42,0.752216,0,Afternoon,70,99,0,0.5,100,100,Average
Hyderabad,06-04-2024,5,17.39708671,78.4569706,3.5,Economy,Rainy,None,UPI,0.661376,0.675916,1.02,64.77,2,1,87.12,730,90.38,0.70375,0.02,Morning Peak,85,99,10,0.3,100,30,Below Average
Chennai,07-10-2024,0,13.07487272,80.24975248,6.4,Luxury,Rainy,Political Rally,UPI,0.995046,0.669487,1,100.4,19,0,88.18,915,90.23,0.878163,0.05,Night,100,99,15,0.3,100,100,Below Average
Chennai,20-05-2024,0,13.1259194,80.25751147,2.16,Economy,Cloudy,None,Cash,0.970236,0.960088,1,53.76,1,0,90.04,519,92.43,0.84791,0.02,Evening Peak,65,98,10,0.1,100,0,Below Average
Chennai,17-12-2024,1,13.09845329,80.28948837,10.41,Premium,Cloudy,Concert,Cash,0.94587,0.767022,1,144.51,10,0,98.83,901,96.48,0.779873,0.09,Afternoon,80,95,15,0.1,0,100,Below Average
Chennai,21-07-2024,6,13.0659424,80.31971981,1.51,Premium,Clear,None,Cash,0.644761,0.940287,1.44,67.12,10,1,85.26,518,88.48,0.824601,0.04,Morning Peak,65,89,10,0.1,100,0,Below Average
Hyderabad,28-07-2024,6,17.34434556,78.4899474,4.96,Premium,Clear,None,Card,0.278417,0.445593,1.25,95.8,20,1,83.57,915,86.7,0.797671,0.06,Evening Peak,65,87,10,0.1,100,95,Below Average
Chennai,12-03-2025,2,13.08835938,80.28638473,3.7,Premium,Clear,Political Rally,Card,0.646715,0.457607,1,70.7,23,0,94,862,92.8,0.872419,0.1,Afternoon,80,87,15,0.1,100,100,Below Average
Mumbai,12-07-2024,4,19.07567637,72.84412432,0.85,Economy,Rainy,Political Rally,Cash,0.544963,0.743763,1.3,65.26,20,0,83.43,772,87.2,0.866184,0.04,Night,100,94,15,0.3,100,90,Below Average
Mumbai,04-06-2024,1,19.11735601,72.91081976,3.7,Luxury,Rainy,None,UPI,0.753332,0.634602,1,84.4,18,0,80.93,942,86.35,0.719857,0.01,Evening Peak,85,92,10,0.3,100,0,Below Average
Chennai,24-03-2024,6,13.05692679,80.23083325,17.47,Luxury,Stormy,Concert,UPI,0.811603,0.403407,1,222.17,4,1,87.28,519,88.7,0.946495,0.08,Afternoon,100,71,15,0.3,100,100,Below Average
